"rank","id","sharedMeaningId","label","definition","POS","japaneseTranslation","canonicalLine","dialogLineId","id","wordId","wordHeadId","wordRootId","wordInstanceId","wordUsageCount","headUsageCount","rootUsageCount","instanceUsageCount","headPick","rootPick","created","modified"
56,15992,6957,LIFE,the state of being alive,noun,命、人生,"In life, it's important to know yourself.",,25808,15992,37,409743,41623,0,3673,1875,2051,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
56,15570,6753,LIFE,the period of being alive,noun,人生,It's important to enjoy life while you still can.,,25095,15570,37,409742,47850,0,3673,854,845,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
57,38385,19152,EVERY,referring to each thing within a group,adjective,毎,It happens every day.,,59485,38385,29628,405951,120684,0,3158,2704,3441,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
58,48821,24322,COMPANY,an organization that sells something,noun,会社、企業,How big is the company now?,,78933,48821,82,403329,40841,0,2725,2641,2184,1,1,2023-05-22 11:51:46.000,2024-07-08 10:33:52.000
59,2845,1265,GIVE,to offer or provide,verb,与える、贈る,Give me a good book any day!,,5002,2845,29,76065,70880,0,3829,2650,1852,1,1,2023-05-22 11:51:46.000,2024-07-05 13:55:33.000
60,42221,21173,DIFFERENT,not the same,adjective,違う、異なる,Your boy is different.,,66157,42221,116,404772,41214,0,2711,2534,3419,1,1,2023-05-22 11:51:46.000,2024-07-08 09:12:21.000
61,17442,7607,FEEL,to experience something physical,verb,感じる,I can't feel my legs.,,28511,17442,47,406467,77363,0,3490,618,323,0,1,2023-05-22 11:51:46.000,2024-06-11 13:16:14.000
61,3004,1322,FEEL,to have an emotion,verb,感じる,I understand how you feel about the low bonuses.,,5267,3004,47,406469,77387,0,3490,2005,1949,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
62,5,2,CHANGE,to become or cause to be different,verb,変える、変わる,Change the world.,,7,5,29850,402705,45612,0,2711,1814,1289,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
62,48478,24159,CHANGE,the result of becoming different,noun,変化,It's time for a change.,,78137,48478,29850,402701,68489,0,2711,729,431,0,1,2023-05-22 11:51:46.000,2024-06-24 13:50:09.000
63,62092,31601,ONLY,being just one and nothing else,adjective,ただ〜だけ,This is the only way to the city.,,101060,62092,30,411648,42345,0,3019,2502,3423,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
64,48917,24373,CITY,a big town,noun,都市,Madrid is a big city and it's really fun.,,79124,48917,154,402914,99519,0,2532,2519,2500,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
65,3064,1338,ALWAYS,at all times,adverb,いつも,My door is always open.,,5417,3064,93,400547,48697,0,2539,2537,3229,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
66,28958,14065,FOOD,the things that people and animals eat,noun,食べ物,They may give us some food.,,44416,28958,213,406862,116435,0,2404,2395,2855,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
67,39569,19770,TOO,also,adverb,も、もまた、こちらこそ,"I like it, too.",,61561,39569,36535,417553,90865,0,3529,2496,3193,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
68,8534,3324,LOVE,to like very much,verb,(大)好きである,I love birthday gifts.,,13481,8534,227,410018,292550,0,3120,2015,2175,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
68,5221,2198,LOVE,to feel affection for someone,verb,愛する,I love her.,,8965,5221,227,410020,296379,0,3120,419,364,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
69,18862,8356,LEARN,to gain knowledge or a skill,verb,習う、覚える,"Sure, I'd like to learn how to play golf.",,30521,18862,163,409602,309034,0,2673,2420,1762,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
70,47870,23877,NEXT,after the present time or place,adjective,次の,I'm going to visit New York City on my next vacation.,,76831,47870,1113,411209,321908,0,2797,2436,3088,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
71,2731,1222,COME,to arrive,verb,来る,When did you come to the States?,,4819,2731,14,403235,342557,0,3336,720,98,0,0,2023-05-22 11:51:46.000,2024-05-28 02:34:02.000
71,8693,3403,COME,to come to pass; take place,verb,やって来る,Who else is coming?,,13719,8693,14,403237,342538,0,3336,1762,1705,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
72,30112,14718,PRESIDENT,leader of a republic,noun,大統領,President Hosni Mubarak had stepped down.,,46118,30112,162,413124,48079,0,2980,2499,2649,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
73,2997,1321,LIVE,to have your home in a place,verb,住む,Where do you live?,,5246,2997,36229,409873,36404,0,1420,1420,947,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
73,23800,11294,LIVE,to spend one's life in a certain way,verb,暮す,"I'm gonna live like tomorrow doesn't exist, like it doesn't exist.",,37122,23800,96,409877,41404,0,1280,925,795,1,1,2023-05-22 11:51:46.000,2024-06-28 12:31:30.000
74,5737,2365,PLAY,to do something for fun,verb,遊ぶ,I play in the snow.,,9689,5737,29780,412704,125695,0,2505,456,285,0,1,2023-05-22 11:51:46.000,2024-05-24 05:02:28.000
74,12246,5085,PLAY,to make music,verb,演奏する,﻿I play the piano.,,19552,12246,29779,412706,58577,0,665,503,310,1,1,2023-05-22 11:51:46.000,2024-07-04 15:24:14.000
74,39412,19687,PLAY,to join a game or a sport,verb,(スポーツ・ゲームを)する,Sometimes we play at the tennis courts by our house.,,61301,39412,29780,412705,88217,0,2505,1357,1282,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
75,62968,32109,FRIEND,someone that you know and like,noun,友だち,I'm your friend.,,102358,62968,135,407085,39569,0,2727,2348,1099,0,0,2023-05-22 11:51:46.000,2024-07-07 18:30:30.000
76,3180,1378,BECOME,to begin to be something,verb,～になる,But with English you can become part of a wider conversation.,,5669,3180,50,401538,110803,0,2566,2238,1537,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
77,50106,24939,PLEASE,used to ask something politely,adverb,どうぞ～してください、お願いします,"Dinner's ready. Please, have a seat.",,81668,50106,521,412725,303440,0,2297,1977,2625,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
78,21436,9914,NEVER,not at any time,adverb,一度も〜ない、決して～ない,I've never been to Europe before.,,34041,21436,49,411194,41187,0,2200,2200,2900,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
79,16527,7158,IMPORTANT,with great value,adjective,重要な,How important is English to you?,,26913,16527,136,408496,46233,0,2237,2122,2821,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
80,11,3,SHOW,to let someone see,verb,見せる,I wanna show you something.,,34,11,75,415631,69105,0,1939,1339,1180,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
80,15640,6778,SHOW,a TV or radio program or a theater performance,noun,番組、ライブ,He is an actor in a TV show.,,25246,15640,75,415629,52837,0,1939,302,247,0,1,2023-05-22 11:51:46.000,2024-06-19 16:59:26.000
80,23758,11270,SHOW,to prove something to be true,verb,示す,Show them they are wrong.,,37058,23758,51344,415632,102013,0,583,518,160,0,0,2023-05-22 11:51:46.000,2024-04-29 07:50:26.000
81,51598,25596,ACTUALLY,something that is true,adverb,実は,"Actually, yes.",,84648,51598,1498,400196,306031,0,2431,2132,2876,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
82,43542,21884,FAMILY,people who are related,noun,家族,I prefer to be with my family.,,68386,43542,52,406333,123364,0,2248,2149,2149,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
83,49100,24469,MAN,a male adult,noun,男,The man drives his car.,,79500,49100,25,410188,41293,0,2463,2173,1791,1,1,2023-05-22 11:51:46.000,2024-07-03 14:17:27.000
84,92182,50596,AROUND,on all sides or from many directions,adverb,あちこちに,Look around.,,141198,92182,134,400911,121974,0,2614,1002,1552,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
84,49294,24547,AROUND,nearly or about,adverb,およそ,I get up at around 8 o'clock.,,79882,49294,134,400910,108359,0,2614,327,389,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
84,36806,18276,AROUND,over or in different parts,preposition,さまざまな部分の上または中,Tim draws around the cat.,,56902,36806,134,455940,378357,0,2614,2,860,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:16.000
85,49283,24544,WORD,a group of letters with meaning,noun,語、言葉,It's a very useful word to know.,,79855,49283,121,419031,67582,0,2291,2124,1104,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
86,49757,24780,MEAN,to have a particular meaning,verb,意味する,What does it mean?,,80904,49757,58,109089,65687,0,2714,1297,207,0,0,2023-05-22 11:51:46.000,2024-04-30 12:39:30.000
86,3249,1407,MEAN,to intend to say,verb,意図する、意味する,...please understand that I didn't mean what I said.,,5801,3249,58,410420,300328,0,2714,811,1025,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
87,49793,24796,PLACE,an area,noun,場所、所,Tina looked for a place to hide.,,81005,49793,51259,412646,41028,0,2076,2020,1947,1,1,2023-05-22 11:51:46.000,2024-07-08 10:31:19.000
88,49740,24772,LAST,the latest,adjective,最近の,I'm sure you forgot your last date.,,80853,49740,44,409506,51899,0,2359,1719,2221,1,1,2023-05-22 11:51:46.000,2024-07-08 10:31:46.000
88,50813,25257,LAST,final,adjective,最後に残った,The score was tied in the last inning.,,83066,50813,44,99526,57404,0,2359,316,369,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
89,34717,17226,PART,a piece of something,noun,一部、部分,This is my favorite part.,,53258,34717,36263,412162,63700,0,2230,2001,1935,1,1,2023-05-22 11:51:46.000,2024-07-08 01:49:13.000
90,51525,25564,STILL,continuing,adverb,(今でも)まだ,It's still dark.,,84507,51525,29685,171681,117575,0,2260,2046,2598,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
91,3877,1670,TAKE,to get something,verb,取る、～を持って行く,"Okay, I'll take that one.",,6754,3877,11,417027,59463,0,5972,695,435,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
91,4990,2131,TAKE,to travel in a vehicle or machine,verb,乗る,Do you take the bus or subway?,,8596,4990,11,419663,52114,0,5972,255,229,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
91,3009,1323,TAKE,to require an amount of something,verb,かかる,"So, what's it gonna take?",,5285,3009,11,417031,299213,0,5972,935,416,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
92,546,293,CHILD,someone young,noun,子ども,...just because their child gets sick.,,815,546,38,402816,44661,0,2264,1993,620,0,0,2023-05-22 11:51:46.000,2024-06-27 05:13:48.000
93,69419,36092,SCHOOL,a place where people go to learn,noun,学校,Mike was the smallest child in school.,,111066,69419,42,415151,57167,0,2078,1953,2220,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
94,22293,10466,MEET,to see and know for the first time,verb,満たす,You need to hire great employees that help you meet those goals.,,35084,22293,152,109570,86402,0,2862,75,53,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:53.000
